country,country_code,year,account_pct,bank_account_pct,mobile_account_pct,digital_account_pct
Malaysia,MYS,2024,0.920870411,0.916393999,0.553398873,0.755320235
Mali,MLI,2024,0.388258913,0.085435593,0.365130572,0.377719956
Mali,MLI,2024,0.595751366,0.214521761,0.519900978,0.554966875
Mauritius,MUS,2024,0.839392801,0.837144272,0.049064996,0.439795658
Mauritius,MUS,2024,0.927523447,0.927523447,0.130365286,0.738543533
Mexico,MEX,2024,0.428220741,0.424614963,0.025107399,0.189284017
Mexico,MEX,2024,0.590697404,0.582597686,0.151247875,0.43578107
Mongolia,MNG,2024,0.971833928,0.970134287,0.532531738,0.931365049
Mongolia,MNG,2024,0.988890314,0.988890314,0.700357647,0.9791467
Mozambique,MOZ,2024,0.428290806,0.168494151,0.345933752,0.381252829
Mozambique,MOZ,2024,0.673591482,0.343288339,0.582136726,0.626268811
Namibia,NAM,2024,0.590853663,0.458452185,0.321913712,0.497446613
Namibia,NAM,2024,0.903554001,0.839393408,0.689375958,0.867045002
Nepal,NPL,2024,0.536811421,0.511357406,0.081473149,0.137269354
Nepal,NPL,2024,0.65965286,0.635755762,0.128899129,0.213090265
Nigeria,NGA,2024,0.427417016,0.405587775,0.17577788,0.331724267
Nigeria,NGA,2024,0.710797232,0.67031427,0.38587177,0.607537092
Pakistan,PAK,2024,0.139100746,0.09200135,0.071783391,0.083559933
Pakistan,PAK,2024,0.42733978,0.287545086,0.312511898,0.331025056
Panama,PAN,2024,0.506679346,0.465535618,0.266632893,0.352478606
Panama,PAN,2024,0.730438845,0.704078917,0.456443138,0.581827917
Paraguay,PRY,2024,0.506277806,0.340010951,0.251750351,0.321625964
Paraguay,PRY,2024,0.656531594,0.508623845,0.409077482,0.542142705
Peru,PER,2024,0.413152585,0.30068433,0.250233949,0.280369509
Peru,PER,2024,0.670795098,0.58354596,0.500421257,0.565436931
Philippines,PHL,2024,0.443261389,0.259231499,0.261223919,0.302436452
Philippines,PHL,2024,0.541186566,0.386524661,0.30599725,0.344304262
Saudi Arabia,SAU,2024,0.68111201,0.669644127766788,0.285585285,0.594307393
Saudi Arabia,SAU,2024,0.834230732,0.826468467,0.398931444,0.811267244
Senegal,SEN,2024,0.543073683,0.311990912,0.417617592,0.506439991
Senegal,SEN,2024,0.83617217,0.534928347,0.750371722,0.80967124
Sierra Leone,SLE,2024,0.319710564,0.117171569,0.249867988,0.264636656
Sierra Leone,SLE,2024,0.429331394,0.171511351,0.368711926,0.385955166
South Africa,ZAF,2024,0.762919836,0.745922989,0.219103153,0.603278586
South Africa,ZAF,2024,0.877809053,0.837205522,0.449949227,0.779900422
Tajikistan,TJK,2024,0.417833225,0.410463354,0.056864411,0.17498928
Tajikistan,TJK,2024,0.685783103,0.650892135,0.240821837,0.393747431
Tanzania,TZA,2024,0.491978956,0.150375845,0.423500587,0.43064123
Tanzania,TZA,2024,0.627364985,0.238342752,0.557285558,0.583115556
Thailand,THA,2024,0.879174331,0.858804824,0.364698832,0.584973923
Thailand,THA,2024,0.929299254,0.926001778,0.431499143,0.722655328
Togo,TGO,2024,0.517092879,0.245995653,0.418949625,0.444912011
Togo,TGO,2024,0.595141823,0.352936888,0.502087726,0.538079259
Turkiye,TUR,2024,0.69675475,0.695884109,0.08830023,0.438105959
Turkiye,TUR,2024,0.950700422,0.950700422,0.39811465,0.882412139
Uganda,UGA,2024,0.521507317,0.166920975,0.47047251,0.499494032
Uganda,UGA,2024,0.785317041,0.287890299,0.734465966,0.749574073
"Venezuela, RB",VEN,2024,0.848720491,0.848720491,0.238101326,0.786637452
"Venezuela, RB",VEN,2024,0.887919553,0.8727911,0.39720311,0.827106555
Viet Nam,VNM,2024,0.413092526,0.407279817,0.18196517,0.313176962
Viet Nam,VNM,2024,0.77886507,0.771610234,0.438727908,0.706244507
Zambia,ZMB,2024,0.638269418,0.17822412,0.597105318,0.612586092
Zambia,ZMB,2024,0.792091144,0.286542719,0.763487516,0.768698215
Zimbabwe,ZWE,2024,0.402784186,0.129698488,0.350562619,0.378942647
Zimbabwe,ZWE,2024,0.62101229,0.332654021,0.545943493,0.583140443
Argentina,ARG,2024,0.882990053,0.795422873,0.66335448,0.80779823
Argentina,ARG,2024,0.629313926,0.537310159,0.285592601,0.436463086
Armenia,ARM,2024,0.726496184,0.717289045,0.184559668,0.481195317
Armenia,ARM,2024,0.574522224,0.574522224,0.045719833,0.327887914
Bangladesh,BGD,2024,0.502705197,0.387212262,0.267364618,0.29194599
Bangladesh,BGD,2024,0.311710967,0.229111454,0.103796458,0.11775962
Belize,BLZ,2024,0.788154653,0.780313999,0.200835624,0.57873822
Belize,BLZ,2024,0.553456425,0.548224108,0.060530454,0.255361705
Benin,BEN,2024,0.659656198,0.283832293,0.590220495263792,0.607641114
Benin,BEN,2024,0.474267247,0.172551621,0.404479945,0.43562717
Bolivia,BOL,2024,0.667000735,0.626989423,0.279848304,0.451775482
Bolivia,BOL,2024,0.357767584,0.337891539,0.025298443,0.087361099
Botswana,BWA,2024,0.658584096,0.456653177,0.580460468,0.611856311
Botswana,BWA,2024,0.520096971,0.325197019,0.387072735,0.465829586
Brazil,BRA,2024,0.935431124,0.927482427,0.758197012,0.855265937
Brazil,BRA,2024,0.716929944,0.707989357,0.231807461,0.417017539
Burkina Faso,BFA,2024,0.749542623,0.375237305,0.669673664,0.676097258
Burkina Faso,BFA,2024,0.450746149,0.159664874,0.379980352,0.388093314
Cambodia,KHM,2024,0.62826234,0.611154426,0.327582989,0.601589811
Cambodia,KHM,2024,0.33577846,0.318034157,0.132527228,0.258363571
Cameroon,CMR,2024,0.772659313,0.260060155,0.735205207,0.744050693
Cameroon,CMR,2024,0.44569891,0.154163041,0.367041117,0.381948568
Chad,TCD,2024,0.419832615,0.305229082,0.259721903,0.308840673
Chad,TCD,2024,0.183470322,0.1315979,0.117900659,0.140935982
Colombia,COL,2024,0.645053111,0.499563912,0.478820537,0.555667679
Colombia,COL,2024,0.362169125,0.249585254,0.146592539,0.192037449
Comoros,COM,2024,0.484504867,0.433225715,0.166152841,0.253930832
Comoros,COM,2024,0.428157348,0.387691147,0.123952346,0.209965863
"Congo, Dem. Rep.",COD,2024,0.468452968,0.158326385,0.434228815,0.440607362
"Congo, Dem. Rep.",COD,2024,0.202990089,0.077421719,0.145342438,0.155464392
"Congo, Rep.",COG,2024,0.663434229,0.169075512,0.622119602,0.63633679
"Congo, Rep.",COG,2024,0.415459904,0.119381158,0.377356102,0.390589864
Cote d'Ivoire,CIV,2024,0.750371895,0.268300421,0.720093297,0.725572773
Cote d'Ivoire,CIV,2024,0.494886789,0.12328341,0.447629707,0.453244159
Dominican Republic,DOM,2024,0.734886801,0.72661645,0.229944089,0.524354432
Dominican Republic,DOM,2024,0.496430093,0.468046826,0.085348152,0.222699539
Ecuador,ECU,2024,0.72077356,0.714727572,0.142627782,0.507116951
Ecuador,ECU,2024,0.500900332,0.496173955,0.02032068,0.147699769
"Egypt, Arab Rep.",EGY,2024,0.483168076,0.373875154,0.257098838,0.371798435
"Egypt, Arab Rep.",EGY,2024,0.384657752,0.333853584,0.065834697,0.202506324
Eswatini,SWZ,2024,0.699289638,0.484874716,0.564686153,0.62764532
Eswatini,SWZ,2024,0.596975069,0.367864285,0.432671049,0.493980523
Gabon,GAB,2024,0.782068812,0.298183135,0.724975907,0.737372916
Gabon,GAB,2024,0.581118867,0.194779705,0.506220229,0.523696706
"Gambia, The",GMB,2024,0.550348962,0.431770159,0.312197862,0.364261285
"Gambia, The",GMB,2024,0.264340297,0.222735393,0.106650773,0.132937883
Ghana,GHA,2024,0.89360308,0.485752606,0.868977178,0.879220657
Ghana,GHA,2024,0.678809901,0.225481507,0.645920901,0.655583348
Guinea,GIN,2024,0.634669777,0.269731415,0.575694215,0.594627428
Guinea,GIN,2024,0.291834303,0.143822911,0.178736564,0.216910774
Honduras,HND,2024,0.614884162,0.568202379,0.175431236,0.416838243
Honduras,HND,2024,0.325856754,0.307570617,0.069991021,0.128830709
India,IND,2024,0.931356958,0.927445958,0.495372067,0.580098829
India,IND,2024,0.870775161,0.867183038,0.105779009,0.183040842
Indonesia,IDN,2024,0.683276707,0.626772918,0.314061486,0.491836497
Indonesia,IDN,2024,0.376382056,0.363802653,0.073412114,0.18934763
"Iran, Islamic Rep.",IRN,2024,0.941351573,0.941351573,0.157155686,0.902722919
"Iran, Islamic Rep.",IRN,2024,0.83554919,0.83554919,0.067274315,0.725314208
Iraq,IRQ,2024,0.422564667,0.386545508,0.208469014,0.310791874
Iraq,IRQ,2024,0.198681619,0.193504271,0.041236671,0.094056656
Jordan,JOR,2024,0.484374629,0.408170267,0.227949682,0.327522075
Jordan,JOR,2024,0.378853729,0.335915003,0.116684438,0.168605456
Kazakhstan,KAZ,2024,0.912365697,0.896609304,0.518289347,0.821500815
Kazakhstan,KAZ,2024,0.580864653,0.460862637,0.279767184,0.486885594
Kenya,KEN,2024,0.942597629,0.510502327,0.917820763,0.939981711
Kenya,KEN,2024,0.816639771,0.33862534,0.787472556,0.800203851
Kyrgyz Republic,KGZ,2024,0.758871883,0.735171337,0.333918534,0.62968283
Kyrgyz Republic,KGZ,2024,0.504794589,0.485607908,0.168640178,0.358508034
Lao PDR,LAO,2024,0.62237431,0.62237431,0.257874494,0.532360785
Lao PDR,LAO,2024,0.273433719,0.267459549,0.059827049,0.163666751
Lesotho,LSO,2024,0.690843175,0.399929969,0.60908799,0.636079245
Lesotho,LSO,2024,0.56353745,0.280206464,0.477325699,0.510678671
Liberia,LBR,2024,0.729690483,0.204007459,0.692718865,0.694816394
Liberia,LBR,2024,0.420683476,0.107220211,0.368988877,0.380276872
Malawi,MWI,2024,0.72106605,0.219897711,0.694195824,0.695514236
Malawi,MWI,2024,0.433106836,0.092742729,0.402406271,0.405339846
Malaysia,MYS,2024,0.924534293,0.906480605,0.526814621,0.762973582
Malaysia,MYS,2024,0.744397137,0.740450216,0.128672391,0.242617546
Mali,MLI,2024,0.777268667,0.301922716,0.737335589,0.758253543
Mali,MLI,2024,0.487312465,0.151643534,0.420824886,0.453104214
Mauritius,MUS,2024,0.934463123,0.933086293,0.15862527,0.777356598
Mauritius,MUS,2024,0.840962831,0.840962831,0.020852678,0.422266417
Mexico,MEX,2024,0.608992292,0.604105491,0.132235959,0.435840509
Mexico,MEX,2024,0.352367922,0.342242341,0.040330882,0.133509611
Mongolia,MNG,2024,0.994898964,0.994898964,0.692531887,0.984624912
Mongolia,MNG,2024,0.951893884,0.949736012,0.505345549,0.904430098
Mozambique,MOZ,2024,0.817655695,0.481285211,0.761259656,0.795443079
Mozambique,MOZ,2024,0.456654823,0.178005015,0.359192513,0.400846753
Namibia,NAM,2024,0.778438201,0.662138117,0.569629653,0.731997745
Namibia,NAM,2024,0.646481061,0.569531081,0.344870241,0.539842923
Nepal,NPL,2024,0.687669106,0.612427139,0.341180495,0.458195125
Nepal,NPL,2024,0.570633061,0.562856016,0.027317413,0.082141383
Nigeria,NGA,2024,0.796714034,0.78015353,0.4636638,0.714852355
Nigeria,NGA,2024,0.421862354,0.363562177,0.152755863,0.295763458
Pakistan,PAK,2024,0.466859996,0.335103378,0.376437454,0.406752553
Pakistan,PAK,2024,0.189106981,0.117771455,0.100074585,0.108394334
Panama,PAN,2024,0.703648329,0.666113425,0.470904887,0.582692483
Panama,PAN,2024,0.418878748,0.404752445,0.062888522,0.166006727
Paraguay,PRY,2024,0.698155485,0.528437004,0.459122826,0.612070945
Paraguay,PRY,2024,0.481488589,0.349703458,0.212396209,0.264677635
Peru,PER,2024,0.665090548,0.565819753,0.495334064,0.557187936
Peru,PER,2024,0.296369606,0.227425056,0.133413284,0.15842867
Philippines,PHL,2024,0.579031089,0.359376578,0.388456404,0.430090139
Philippines,PHL,2024,0.336218006,0.283837232,0.072524305,0.107368654
Saudi Arabia,SAU,2024,0.79316215,0.783945457,0.371786444,0.752233251
Saudi Arabia,SAU,2024,0.666383141,0.666383141,0.191082067,0.595064689
Senegal,SEN,2024,0.842715538,0.528260532,0.773198112,0.807360004
Senegal,SEN,2024,0.736146089,0.463121816,0.630333658,0.709579408
Sierra Leone,SLE,2024,0.59026395,0.252604799,0.501991927,0.533252815
Sierra Leone,SLE,2024,0.266591901,0.09006766,0.216426162,0.223908484
South Africa,ZAF,2024,0.856599222,0.828162113,0.355280035,0.759444389
South Africa,ZAF,2024,0.637209819,0.610148674,0.174147679,0.385485582083924
Tajikistan,TJK,2024,0.585541161,0.565786086,0.174170449,0.310553372
Tajikistan,TJK,2024,0.435802726,0.4133819,0.063497297,0.193980096
Tanzania,TZA,2024,0.781227104,0.340957601,0.73277539,0.758411232
Tanzania,TZA,2024,0.541501416,0.181732785,0.465161217,0.485789621
Thailand,THA,2024,0.939332708,0.938182507,0.66044348,0.88670905
Thailand,THA,2024,0.910017346,0.899915329,0.295029496,0.595178879
Togo,TGO,2024,0.725910239,0.456190584,0.640498168,0.6590772
Togo,TGO,2024,0.483004245,0.242568208,0.382326683,0.424761404
Turkiye,TUR,2024,0.847600121,0.847004831,0.272071786,0.753224549
Turkiye,TUR,2024,0.702950022,0.702950022,0.096772504,0.269107212
Uganda,UGA,2024,0.802038806,0.29696439,0.753167318,0.776784459
Uganda,UGA,2024,0.648079887,0.225617899,0.594751131,0.607102098
"Venezuela, RB",VEN,2024,0.905329126,0.900823016,0.379876677,0.864324536
"Venezuela, RB",VEN,2024,0.791494147,0.769587272,0.225601512,0.678795679
Viet Nam,VNM,2024,0.752195264,0.744765208,0.42209704,0.681404762
Viet Nam,VNM,2024,0.334836318,0.331469141,0.115213548,0.197524106
Zambia,ZMB,2024,0.842771295,0.308525586,0.823122571,0.831502794
Zambia,ZMB,2024,0.619882589,0.177962716,0.572758624,0.583400986
Zimbabwe,ZWE,2024,0.593619449,0.28048826,0.522832481,0.556726494
Zimbabwe,ZWE,2024,0.338236387,0.111635147,0.290422183,0.31982572
Developing economies,LMY,2024,0.754463783,0.713223553,0.183480079,0.542182304
Developing economies,LMY,2024,0.779199867,0.734577087,0.221211806,0.588757429
Developing economies,LMY,2024,0.729736033,0.691877213,0.145761062,0.495505869
Developing economies,LMY,2024,0.80273082,0.757519375,0.228875771,0.618072762
Developing economies,LMY,2024,0.681859783,0.646777602,0.114840537,0.427838357
Developing economies,LMY,2024,0.778743142,0.747737767,0.161917893,0.557583229
Developing economies,LMY,2024,0.666778548,0.588574998,0.261352208,0.487227634
Developing economies,LMY,2024,0.712707488,0.663232307,0.192114603,0.428725454
Developing economies,LMY,2024,0.788992982,0.753181991,0.187301234,0.639808865
Developing economies,LMY,2024,0.601839849,0.55559487,0.160072269,0.287407675
Developing economies,LMY,2024,0.755612802,0.686993031,0.336819974,0.493759256
Developing economies,LMY,2024,0.816875647,0.769656189,0.269959276,0.694551129
Developing economies,LMY,2024,0.690736528503406,0.655370996,0.096368802,0.39245331
East Asia & Pacific (excluding high income),EAP,2024,0.83343266,0.821925209,0.069058118,0.746202981017486
Europe & Central Asia (excluding high income),ECA,2024,0.778490635,0.775779213,0.106686028,0.61396154
Middle East & North Africa (excluding high income),MNA,2024,0.529089187,0.49974486,0.10709366,0.380234874
Sub-Saharan Africa (excluding high income),SSA,2024,0.581823875,0.378459833,0.399929245,0.48850699
Europe & Central Asia (excluding high income),ECA,2024,0.820695961,0.817650713,0.137390379,0.680327584
Europe & Central Asia (excluding high income),ECA,2024,0.739368697,0.736966713,0.078224839,0.551227537
Middle East & North Africa (excluding high income),MNA,2024,0.600897776,0.558503253,0.150286102,0.43953779
Middle East & North Africa (excluding high income),MNA,2024,0.456286016,0.440172637,0.063302984,0.320110584
Sub-Saharan Africa (excluding high income),SSA,2024,0.643609216,0.434888756,0.458386157,0.549424225
Sub-Saharan Africa (excluding high income),SSA,2024,0.522979999131369,0.324717367,0.344255339,0.430489892
Europe & Central Asia (excluding high income),ECA,2024,0.823266487,0.820339012,0.127349538,0.680285439
Europe & Central Asia (excluding high income),ECA,2024,0.711239633,0.708852711,0.07565051,0.514267502
Middle East & North Africa (excluding high income),MNA,2024,0.575725753,0.543909129,0.132885423,0.420932456
Middle East & North Africa (excluding high income),MNA,2024,0.459034387,0.433403805,0.068350741,0.319101278
Sub-Saharan Africa (excluding high income),SSA,2024,0.653784085,0.436426499,0.462592806,0.558948055
Sub-Saharan Africa (excluding high income),SSA,2024,0.471908831,0.290330404,0.303599733,0.380664653
Europe & Central Asia (excluding high income),ECA,2024,0.79726981,0.794942192,0.10396186,0.639220766
Europe & Central Asia (excluding high income),ECA,2024,0.678454599,0.673698666,0.12119758,0.495660669
Middle East & North Africa (excluding high income),MNA,2024,0.565468948,0.546194447,0.093209227,0.393268403
Middle East & North Africa (excluding high income),MNA,2024,0.41812995,0.35807239,0.14944155,0.340482264
Sub-Saharan Africa (excluding high income),SSA,2024,0.63368863,0.436776252,0.41912737,0.523421342
Sub-Saharan Africa (excluding high income),SSA,2024,0.481556009,0.265719245,0.362814349,0.421008598
Europe & Central Asia (excluding high income),ECA,2024,0.746934538,0.744000622,0.081133012,0.537128257
Europe & Central Asia (excluding high income),ECA,2024,0.812784535,0.809879215,0.143562514,0.682229324
Middle East & North Africa (excluding high income),MNA,2024,0.523858783,0.499825428,0.090157672,0.386128633
Middle East & North Africa (excluding high income),MNA,2024,0.532940683,0.499724748,0.119445632,0.376119205
Sub-Saharan Africa (excluding high income),SSA,2024,0.523880666,0.322291965,0.358831612,0.433252271
Sub-Saharan Africa (excluding high income),SSA,2024,0.695845556,0.488987967,0.480801901,0.597238213
Europe & Central Asia (excluding high income),ECA,2024,0.68050874,0.678452626,0.055123891,0.446555236
Europe & Central Asia (excluding high income),ECA,2024,0.860629938,0.857369164,0.149911136,0.772995688
Middle East & North Africa (excluding high income),MNA,2024,0.456113405,0.429116105,0.072486627,0.315472879
Middle East & North Africa (excluding high income),MNA,2024,0.625044037,0.592613638,0.152597972,0.465389529
Sub-Saharan Africa (excluding high income),SSA,2024,0.479310662,0.318763655,0.269692215,0.364863724
Sub-Saharan Africa (excluding high income),SSA,2024,0.633528591,0.408568868,0.465617057,0.550869097
Europe & Central Asia (excluding high income),ECA,2024,0.808888483,0.806725867,0.114770462,0.686078614
Europe & Central Asia (excluding high income),ECA,2024,0.602330652,0.596392651,0.052802204,0.260893704
Middle East & North Africa (excluding high income),MNA,2024,0.605939974,0.572696362,0.147898132,0.481879652
Middle East & North Africa (excluding high income),MNA,2024,0.423637565,0.399533211,0.050497159,0.240808123
Sub-Saharan Africa (excluding high income),SSA,2024,0.753467691,0.523483701,0.555195531,0.686953844
Sub-Saharan Africa (excluding high income),SSA,2024,0.441932537,0.259032517,0.275014387,0.327374614
Latin America & Caribbean (excluding high income),LAC,2024,0.697191455,0.664234704,0.372803921,0.541133601
South Asia,SAS,2024,0.775683155,0.753220761,0.219287665,0.289250634
Latin America & Caribbean (excluding high income),LAC,2024,0.739032184,0.707587586,0.410483916,0.587956589
Latin America & Caribbean (excluding high income),LAC,2024,0.658592671,0.624240931,0.338043484,0.497938598
South Asia,SAS,2024,0.80050516,0.765864093,0.309445784,0.384221435
South Asia,SAS,2024,0.750596309,0.740442529,0.128167591,0.193266527
Latin America & Caribbean (excluding high income),LAC,2024,0.764930412,0.734835477,0.429409272,0.622186563
Latin America & Caribbean (excluding high income),LAC,2024,0.595402386,0.558145278,0.28774495,0.419338019
South Asia,SAS,2024,0.804348488,0.77691398,0.300037576,0.37778102
South Asia,SAS,2024,0.732503055,0.717530417,0.097649823,0.155892651
Latin America & Caribbean (excluding high income),LAC,2024,0.711095598,0.684118262,0.355924201,0.535391995
Latin America & Caribbean (excluding high income),LAC,2024,0.644020144,0.588197304,0.437354241,0.563090274
South Asia,SAS,2024,0.798036794,0.782309411,0.198749229,0.268277337
South Asia,SAS,2024,0.716592899,0.67632698,0.273579564,0.344692055
Latin America & Caribbean (excluding high income),LAC,2024,0.650267722,0.622273548,0.306184166,0.446666939
Latin America & Caribbean (excluding high income),LAC,2024,0.731284257,0.694253925,0.424168166,0.609112364
South Asia,SAS,2024,0.801831435,0.785226228,0.184624354,0.259639968
South Asia,SAS,2024,0.726484942,0.693002199,0.284506985,0.344963355
Latin America & Caribbean (excluding high income),LAC,2024,0.59571313,0.566768277,0.219579066,0.39148408
Latin America & Caribbean (excluding high income),LAC,2024,0.755760081,0.720487846,0.461238265,0.627504426
South Asia,SAS,2024,0.686839667,0.665922994,0.136215992,0.189863651
South Asia,SAS,2024,0.84580536,0.822122962,0.284854304,0.367694586
Latin America & Caribbean (excluding high income),LAC,2024,0.776088311,0.739830686,0.478326758,0.661228166
Latin America & Caribbean (excluding high income),LAC,2024,0.527047141,0.50049101,0.147339785,0.285650736
South Asia,SAS,2024,0.813903063,0.7791385,0.435114475,0.512792247
South Asia,SAS,2024,0.755077118,0.739359092,0.103021965,0.168848318
Low income,LIC,2024,0.464432333,0.257597745,0.317694503,0.347266318
Lower middle income,LMC,2024,0.703871704,0.649734164,0.244393827,0.368154092
Upper middle income,UMC,2024,0.840421009,0.832392924,0.10648931,0.749035478
Low income,LIC,2024,0.525379811,0.300426189,0.375036165,0.412943303
Low income,LIC,2024,0.406036506,0.216562374,0.262753529,0.284338991
Lower middle income,LMC,2024,0.732011063,0.671914564,0.309543356,0.436156271
Lower middle income,LMC,2024,0.675857063,0.627652071,0.179533054,0.300453311
Upper middle income,UMC,2024,0.856197734,0.848485472,0.115669987,0.768596093
Upper middle income,UMC,2024,0.824502184,0.816155431,0.097225943,0.729181228
Low income,LIC,2024,0.525124803,0.288018564,0.376429775,0.404632761
Low income,LIC,2024,0.373202147,0.211870541,0.229406289,0.261035667
Lower middle income,LMC,2024,0.75044465,0.691072244,0.315369275,0.451019832
Lower middle income,LMC,2024,0.63394313,0.588036223,0.137158969,0.243178888
Upper middle income,UMC,2024,0.888698891,0.881137578,0.125031288,0.819686091
Upper middle income,UMC,2024,0.767589588,0.758857336,0.078517108,0.642421827
Low income,LIC,2024,0.499318628,0.299087833,0.327288088,0.360329278
Low income,LIC,2024,0.402096195,0.183461703,0.300552327,0.323924933
Lower middle income,LMC,2024,0.725735686,0.683638694,0.222058439,0.357661899
Lower middle income,LMC,2024,0.644537697,0.557724773,0.305007126,0.396627579
Upper middle income,UMC,2024,0.849723128,0.843837128,0.095444665,0.755787181
Upper middle income,UMC,2024,0.786585023,0.766159631,0.170410157,0.710231796
Low income,LIC,2024,0.422106269,0.236656459,0.272258104,0.30306035
Low income,LIC,2024,0.582363183,0.31594533,0.444291511,0.470435044
Lower middle income,LMC,2024,0.716542467,0.665755691,0.218232217,0.334975857
Lower middle income,LMC,2024,0.683007922,0.623307868,0.287129473,0.41955609
Upper middle income,UMC,2024,0.785493213,0.775811006,0.121856147,0.648601776
Upper middle income,UMC,2024,0.86776174,0.859717786,0.109715271,0.795375319
Low income,LIC,2024,0.388926665,0.240822878,0.20846618,0.241340944
Low income,LIC,2024,0.504065662,0.266402963,0.375029034,0.402867115
Lower middle income,LMC,2024,0.611706556,0.567056604,0.15023364,0.254851281
Lower middle income,LMC,2024,0.769888006,0.708954671,0.311839142,0.449310937
Upper middle income,UMC,2024,0.636587697,0.616054068,0.174262287,0.413483985
Upper middle income,UMC,2024,0.813487174,0.789040241,0.391207606,0.677614199
Low income,LIC,2024,0.634704899,0.317679086,0.525004196,0.556327769
Low income,LIC,2024,0.376106268,0.226662081,0.209943375,0.238681038
Lower middle income,LMC,2024,0.755855389,0.688198497,0.383805054,0.557626811
Lower middle income,LMC,2024,0.660206068433769,0.617635059,0.126634962,0.208142479
Upper middle income,UMC,2024,0.879883765,0.869420828,0.158764647,0.825746232
Upper middle income,UMC,2024,0.78789546,0.782939245,0.037298431,0.654550669
